Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Delivery Lead Time
19552,Low,0.09,49.99,20,1203,Judy Merritt,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,United States,East,Rhode Island,Cranston,2920,28 June 2015,30 June 2015,9,12,593,87587,2
19874,High,0.09,99.99,20,1233,Gary Hester,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,0.52,United States,Central,Texas,Flower Mound,75028,04 June 2015,06 June 2015,161,1,98,89376,2
20920,Not Specified,0,387.99,20,1241,Bradley Schroeder,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB300 Plastic Comb Binding Machine,0.38,United States,South,Alabama,Auburn,36830,16 March 2015,17 March 2015,70,23,9281,90880,1
21710,High,0.03,420.98,20,1471,Danielle Daniel,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,0.35,United States,East,Ohio,Westerville,43081,21 March 2015,22 March 2015,3043,10,4410,87077,1
21806,High,0.06,99.99,20,1484,Alison Stewart,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,0.52,United States,Central,Illinois,Des Plaines,60016,11 March 2015,14 March 2015,128,3,290,91235,3
21807,High,0,193.17,20,1484,Alison Stewart,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,0.71,United States,Central,Illinois,Des Plaines,60016,11 March 2015,12 March 2015,282,5,971,91235,1
24975,Critical,0.01,525.98,20,1528,Brad Stark,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 300 Electric Binding Machine,0.37,United States,South,North Carolina,Eden,27288,09 January 2015,11 January 2015,162,9,4921,86813,2
23751,High,0.09,40.48,20,1623,Patrick Adcock,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,United States,Central,Indiana,Schererville,46375,24 May 2015,26 May 2015,65,12,472,87611,2
21492,Low,0,142.86,20,1670,Carolyn Bowling,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Letter Size Cart,0.56,United States,South,Virginia,Blacksburg,24060,24 April 2015,03 May 2015,739,11,1576,86722,9
23626,Not Specified,0.09,95.43,20,1690,Neil Bailey,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,0.79,United States,East,Pennsylvania,Harrisburg,17112,01 June 2015,02 June 2015,143,22,2054,91078,1
24577,Medium,0.04,95.43,20,1709,Dennis Bowen,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,0.79,United States,East,Pennsylvania,Pottstown,19464,10 May 2015,12 May 2015,14,33,3252,88783,2
567,Not Specified,0.02,1270.99,20,1733,Nina Horne Kelly,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,United States,East,District of Columbia,Washington,20012,04 April 2015,06 April 2015,9228,36,45737,3841,2
18567,Not Specified,0.02,1270.99,20,1734,Christopher Meadows,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,United States,East,New York,Harrison,10528,04 April 2015,06 April 2015,7890,9,11434,88443,2
18804,Low,0.04,35.44,20,1738,Dean Solomon,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1880,0.38,United States,South,North Carolina,Gastonia,28052,14 June 2015,21 June 2015,108,11,406,85868,7
19415,Medium,0.03,90.48,20,1873,Lisa Kim,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,0.4,United States,South,Florida,Palm Beach Gardens,33403,17 January 2015,19 January 2015,15,1,100,90099,2
19048,Low,0.07,172.99,20,1906,Penny Tuttle,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico EB-19 Dual Function Manual Binding System,0.39,United States,East,Ohio,Lima,45801,17 May 2015,17 May 2015,2503,22,3627,86500,0
22686,Not Specified,0.1,1889.99,20,1928,Gregory R Snow,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico EPK-21 Electric Binding System,0.36,United States,South,South Carolina,Greer,29651,21 January 2015,21 January 2015,43,1,1786,88580,0
20555,High,0.01,40.99,20,1989,David Weaver,Regular Air,Corporate,Office Supplies,Paper,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",0.36,United States,West,Utah,Holladay,84117,15 May 2015,18 May 2015,178,11,481,90001,3
20840,Medium,0.02,420.98,20,2062,Alfred Singh,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,0.35,United States,South,Virginia,Mechanicsville,23111,29 January 2015,01 February 2015,163,10,4249,87146,3
19113,Medium,0.1,179.99,20,2196,Gene Heath Cross,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,0.48,United States,East,New York,Jamestown,14701,07 April 2015,08 April 2015,1209,14,2458,89175,1
19114,Medium,0.1,140.85,20,2196,Gene Heath Cross,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",0.73,United States,East,New York,Jamestown,14701,07 April 2015,09 April 2015,10,19,2466,89175,2
24396,Low,0.1,54.1,20,2287,Samuel Newman,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Desktop 3-Pocket Hot File®,0.59,United States,South,South Carolina,Summerville,29483,19 February 2015,24 February 2015,34,9,470,90147,5
19934,High,0,90.48,20,2305,Pat Kinney,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,0.4,United States,Central,South Dakota,Watertown,57201,21 June 2015,24 June 2015,800,12,1160,89869,3
23314,Low,0.03,193.17,20,2308,Laurence Cummings,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,0.71,United States,South,Florida,Lehigh Acres,33971,24 March 2015,28 March 2015,349,8,1549,90557,4
22649,Not Specified,0.1,78.69,20,2355,Clyde Burnett,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,0.43,United States,West,California,Coachella,92236,15 February 2015,16 February 2015,465,9,675,91304,1
18151,Low,0.06,122.99,20,2379,Mildred Briggs,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Therma-A-Bind 250T Electric Binding System,0.37,United States,Central,Michigan,Garden City,48135,05 May 2015,07 May 2015,1020,12,1478,86655,2
151,Low,0.06,122.99,20,2382,Geoffrey Saunders,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Therma-A-Bind 250T Electric Binding System,0.37,United States,East,New York,New York City,10024,05 May 2015,07 May 2015,1408,48,5911,962,2
23729,High,0.03,40.99,20,2427,John Merritt,Regular Air,Corporate,Office Supplies,Paper,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",0.36,United States,Central,Texas,Keller,76248,17 February 2015,18 February 2015,395,21,886,90860,1
25536,High,0.07,179.99,20,2456,Joan Beach,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,0.48,United States,South,Alabama,Mobile,36608,22 January 2015,23 January 2015,733,7,1189,89218,1
21212,Medium,0.04,419.19,20,2489,Craig Liu,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,0.58,United States,West,California,Concord,94521,26 April 2015,27 April 2015,1388,5,2012,86885,1
3212,Medium,0.04,419.19,20,2491,Sean N Boyer,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,0.58,United States,West,California,Los Angeles,90045,26 April 2015,27 April 2015,1948,20,8048,23042,1
22840,Not Specified,0.02,178.47,20,2540,Helen Ferguson,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",0.55,United States,South,Florida,Winter Springs,32708,07 April 2015,08 April 2015,107,1,194,91017,1
22275,Low,0.02,419.19,20,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,0.58,United States,South,Georgia,Athens,30605,17 April 2015,17 April 2015,40,10,4355,87772,0
5338,High,0.05,165.2,20,2670,Yvonne Mann,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,0.59,United States,West,California,Los Angeles,90049,29 May 2015,29 May 2015,2009,167,27588,37924,0
23338,High,0.05,165.2,20,2671,Lloyd Fuller,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,0.59,United States,South,Tennessee,Brentwood,37027,29 May 2015,29 May 2015,49,42,6938,90551,0
21399,Critical,0,40.48,20,2720,Donna Block,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,United States,South,Georgia,Dalton,30721,16 June 2015,17 June 2015,26,6,265,88766,1
23271,Critical,0.02,161.55,20,2750,Allen Nash,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,United States,South,Virginia,Waynesboro,22980,08 March 2015,08 March 2015,665,4,658,91424,0
18071,Medium,0.1,178.47,20,2803,Catherine Dorsey Burnett,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",0.55,United States,West,California,East Los Angeles,90022,05 February 2015,07 February 2015,171,1,180,86227,2
21855,Not Specified,0.04,90.48,20,2847,Vanessa Day,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,0.4,United States,South,Tennessee,Collierville,38017,09 April 2015,11 April 2015,56,3,269,85928,2
24455,Medium,0,49.99,20,2848,Eileen Dalton,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,United States,South,Tennessee,Columbia,38401,06 June 2015,08 June 2015,39,16,833,85929,2
18506,Low,0.04,67.28,20,2858,Jerry Webster,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,0.4,United States,South,Florida,Fruit Cove,32259,23 May 2015,28 May 2015,15,30,2052,88282,5
20270,Not Specified,0.03,142.86,20,2859,Brad H Blake,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Letter Size Cart,0.56,United States,South,Florida,Gainesville,32601,01 April 2015,03 April 2015,8,23,3292,88281,2
18998,High,0.03,896.99,20,2868,Eugene Clayton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind TL300 Electric Binding System,0.38,United States,West,Washington,Edmonds,98026,08 January 2015,10 January 2015,3602,6,5220,85826,2
19246,Critical,0.03,304.99,20,2874,Marian Willis,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Hi-Tech Manual Binding System,0.4,United States,Central,Nebraska,La Vista,68128,22 June 2015,24 June 2015,4034,19,5846,89874,2
3065,High,0.09,363.25,20,2882,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,0.57,United States,South,North Carolina,Charlotte,28206,05 June 2015,06 June 2015,732,21,7497,21958,1
21065,High,0.09,363.25,20,2884,Stuart C Robinson,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,0.57,United States,East,Ohio,North Ridgeville,44039,05 June 2015,06 June 2015,1232,5,1785,87633,1
25819,Critical,0.02,54.1,20,2928,Leslie Woodard,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Desktop 3-Pocket Hot File®,0.59,United States,South,South Carolina,Charleston,29418,26 May 2015,27 May 2015,34,36,1945,90218,1
24866,High,0.01,35.44,20,2932,Phyllis Hull,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1880,0.38,United States,East,Connecticut,Stratford,6614,22 April 2015,23 April 2015,53,1,55,87620,1
18041,High,0.06,363.25,20,2968,Miriam Bowman,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,0.57,United States,South,Florida,Hollywood,33021,28 March 2015,30 March 2015,36,1,345,86086,2
1042,Critical,0.06,49.99,20,3011,Tammy Raynor,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,0.45,United States,East,Massachusetts,Boston,2113,28 April 2015,30 April 2015,17,67,3248,7623,2
19042,Critical,0.06,49.99,20,3012,Annie Livingston,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,0.45,United States,East,New York,Rochester,14609,28 April 2015,30 April 2015,20,17,824,86346,2
22201,Critical,0.08,178.47,20,3036,Edith Reynolds,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",0.55,United States,Central,North Dakota,Mandan,58554,13 March 2015,16 March 2015,2267,22,3802,89130,3
21085,Low,0.07,49.43,20,3089,Sandy Cannon,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Eureka Hand Vacuum, Bagless",0.57,United States,Central,Kansas,Leawood,66209,24 January 2015,29 January 2015,123,6,282,91219,5
25473,Not Specified,0.08,315.98,20,3120,Daniel Christian,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC ProClick™ 150 Presentation Binding System,0.38,United States,South,Louisiana,New Orleans,70117,14 June 2015,14 June 2015,45,9,2642,90160,0
24691,Not Specified,0.09,304.99,20,3137,Alison Sharp,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Hi-Tech Manual Binding System,0.4,United States,East,New Hampshire,Laconia,3246,08 June 2015,09 June 2015,1624,8,2354,86795,1
22292,Not Specified,0.07,90.48,20,3226,Arthur Gold,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,0.4,United States,South,Tennessee,Hendersonville,37075,14 January 2015,15 January 2015,12,2,183,86507,1
23452,Critical,0.05,90.48,20,3310,Tiffany Grossman Hardin,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,0.4,United States,East,Massachusetts,Sandwich,2563,24 March 2015,25 March 2015,255,4,370,90460,1
23181,Critical,0.03,315.98,20,3380,Eva Decker,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC ProClick™ 150 Presentation Binding System,0.38,United States,South,Georgia,La Grange,30240,20 April 2015,22 April 2015,4,18,5572,88838,2
20624,Low,0,1270.99,20,3397,Andrea Shaw,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,United States,Central,Illinois,Danville,61832,07 June 2015,09 June 2015,6384,7,9253,87535,2
23890,High,0.05,26.48,7,18,Laurie Hanna,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,0.49,United States,West,Montana,Helena,59601,15 May 2015,16 May 2015,314,17,456,90031,1
5890,High,0.05,26.48,7,21,Tony Wilkins Winters,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,0.49,United States,East,New York,New York City,10012,15 May 2015,16 May 2015,384,70,1877,41793,1
23967,Not Specified,0.04,4.14,7,27,Guy Gallagher,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon Image Series Black Desk Accessories,0.49,United States,West,California,Lakewood,90712,02 May 2015,04 May 2015,9,12,55,87652,2
23639,Not Specified,0,8.09,8,84,Helen Stein,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,United States,East,Ohio,Cincinnati,45231,02 February 2015,03 February 2015,145,11,91,87364,1
6244,Not Specified,0.01,17.98,4,94,Eddie House Mueller,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,United States,Central,Illinois,Chicago,60601,03 May 2015,05 May 2015,88,146,2664,44231,2
18494,Medium,0.1,19.98,4,101,Claudia Boyle,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,United States,East,Maine,Biddeford,4005,22 June 2015,24 June 2015,16,16,304,88205,2
494,Medium,0.1,19.98,4,102,Caroline Johnston,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,United States,East,Massachusetts,Boston,2129,22 June 2015,24 June 2015,20,65,1233,3397,2
19058,Critical,0.09,32.98,6,151,Geoffrey Zhu,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,0.75,United States,South,Tennessee,Kingsport,37664,22 January 2015,23 January 2015,20,2,62,89521,1
22470,Low,0.1,39.98,4,152,Kent Kerr,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,0.7,United States,South,Tennessee,Knoxville,37918,18 June 2015,22 June 2015,360,21,773,89525,4
19315,Low,0.08,43.22,17,169,Janice Cole,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Mobile Numeric Keypad, Graphite",0.66,United States,South,Louisiana,Baton Rouge,70802,03 January 2015,05 January 2015,280,3,131,87463,2
20521,Not Specified,0.09,30.73,4,191,Gerald Kearney,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Fellowes 17-key keypad for PS/2 interface,0.75,United States,Central,Illinois,Aurora,60505,09 April 2015,09 April 2015,100,7,203,89093,0
23098,Medium,0.02,20.28,7,210,Floyd Dale,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,"Seth Thomas 8 1/2"" Cubicle Clock",0.53,United States,East,New York,Troy,12180,02 June 2015,02 June 2015,45,3,65,85966,0
25501,Medium,0.04,9.65,6,233,Michele Bullard,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",0.55,United States,Central,Illinois,Orland Park,60462,20 February 2015,21 February 2015,54,12,120,90237,1
18771,Low,0.03,40.89,19,268,James Beck,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,0.57,United States,West,Arizona,Flagstaff,86001,07 April 2015,14 April 2015,79,5,211,88941,7
771,Low,0.03,40.89,19,272,Eleanor Swain,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,0.57,United States,South,North Carolina,Charlotte,28204,07 April 2015,14 April 2015,53,21,885,5509,7
18852,Medium,0.01,19.98,4,315,Benjamin Kaufman,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,United States,East,Massachusetts,Belchertown,1007,20 March 2015,20 March 2015,72,2,43,89166,0
18032,Not Specified,0.09,7.38,5,317,Katherine Kearney,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon® Expressions™ Wood Desk Accessories, Oak",0.56,United States,West,California,Lemon Grove,91945,17 June 2015,18 June 2015,27,9,67,86041,1
18262,Critical,0.09,6.28,5,335,Curtis O'Connell,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon® 200 Class™ Desk Accessories, Burgundy",0.43,United States,West,Oregon,Medford,97504,04 May 2015,04 May 2015,5,1,9,87277,0
25449,Medium,0.02,34.98,8,392,Erica R Fuller,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Fellowes EZ Multi-Media Keyboard,0.76,United States,Central,Missouri,Clayton,63105,05 March 2015,07 March 2015,160,1,37,86383,2
24638,Critical,0.04,15.98,4,395,Monica McCormick,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,0.37,United States,South,North Carolina,Albemarle,28001,18 June 2015,19 June 2015,19,4,65,86384,1
